id,label,definition,synonyms,xrefs
DOID:0051027,,A visceral heterotaxy that is characterized by heterotaxy and congenital heart disease and that has_material_basis_in homozygous mutation in the DAND5 gene on chromosome 19p13.,"{'val': 'HTX13', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:621079
DOID:0051028,,A Charcot-Marie-Tooth disease type 4 that is characterized by the absence of sensory loss with an onset age of 15 to 25 years and that has_material_basis_in heterozygous mutation in the gene encoding heat-shock 22-kD protein-8 (HSPB8) on chromosome 12q24.,,MIM:607706
DOID:0051029,,"A mitochondrial DNA depletion syndrome that is characterized by ptosis, ophthalmoparesis, and myopathic limb weakness, as well as variable hepatopathy and altered T-lymphocyte profiles and that has_material_basis_in homozygous or compound heterozygous mutation in the GUK1 gene, which encodes guanylate kinase-1, on chromosome 1q42.",,MIM:621071
DOID:0051030,,"An autosomal recessive intellectual developmental disorder that is characterized by global developmental delay, hypotonia with virtually no motor skill acquisition, and profoundly impaired intellectual development with absent speech and that has_material_basis_in homozygous or compound heterozygous mutation in the FLVCR1 gene on chromosome 1q32.","{'val': 'NEDMISH', 'pred': 'EXACT', 'xrefs': []}",MIM:621060
DOID:0051031,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous or compound heterozygous mutation in the KIF14 gene on chromosome 1q31.,,MIM:617914
DOID:0051032,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous mutation in the NCAPD2 gene on chromosome 12p13.,,MIM:617983
DOID:0051033,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous or compound heterozygous mutation in the NCAPD3 gene on chromosome 11q25.,,MIM:617984
DOID:0051034,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous mutation in the NCAPH gene on chromosome 2q11.,,MIM:617985
DOID:0051035,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous mutation in the NUP37 gene on chromosome 12q23.,,MIM:618179
DOID:0051036,,A primary autosomal recessive microcephaly that has_material_basis_in homozygous mutation in the MAP11 gene on chromosome 7q22.,,MIM:618351
DOID:0051037,,A primary microcephaly that is characterized by progressive microcephaly beginning at birth and associated with global developmental delay with variably impaired intellectual development and that has_material_basis_in heterozygous mutation in the LMNB1 gene on chromosome 5q23.,,MIM:619179
DOID:0051038,,"A primary microcephaly that is characterized by small head circumference apparent in early childhood and associated with global developmental delay manifest as delayed walking, inability to walk, impaired intellectual development, and poor or absent speech and that has_material_basis_in heterozygous mutation in the LMNB2 gene on chromosome 19p13.",,MIM:619180
DOID:0051039,,A primary autosomal recessive microcephaly that is characterized by reduced head size (down to -8 SD) and variably impaired intellectual development apparent from early childhood and that has_material_basis_in homozygous mutation in the RRP7A gene on chromosome 22q13.,,MIM:619453
DOID:0051040,,"A primary autosomal recessive microcephaly that is characterized by small head circumference apparent at birth and associated with global developmental delay, impaired intellectual development, speech delay, and behavioral abnormalities and that has_material_basis_in homozygous mutation in the PDCD6IP gene on chromosome 3p22.",,MIM:620047
DOID:0051041,,"A primary autosomal recessive microcephaly that is characterized by small head circumference, poor overall growth, and global developmental delay with variably impaired intellectual development and that has_material_basis_in homozygous or compound heterozygous mutation in the BUB1 gene on chromosome 2q13.",,MIM:620183
DOID:0051042,,An autosomal dominant distal hereditary motor neuronopathy that is characterized by adult onset of slowly progressive distal weakness and atrophy of the lower limbs associated with absent reflexes and that has_material_basis_in heterozygous mutation in the BAG3 gene on chromosome 10q26.,,MIM:621094
DOID:0051043,,A Charcot-Marie-Tooth disease type 2 that is characterized by adult onset of distal sensory impairment and distal muscle weakness and atrophy predominantly affecting the lower limbs and that has_material_basis_in heterozygous mutation in the BAG3 gene on chromosome 10q26.,"{'val': 'axonal Charcot-Marie-Tooth disease type 2JJ', 'pred': 'EXACT', 'xrefs': []}",MIM:621095
DOID:0051044,,"A myofibrillar myopathy that is characterized by tremor or clonus at birth, followed by onset of rapidly progressive generalized muscle weakness and dilated cardiomyopathy and cardiac failure and that has_material_basis_in homozygous or compound heterozygous mutation in the MYL2 gene on chromosome 12q23.",,MIM:619424
DOID:0051045,,"A myofibrillar myopathy that is characterized by progressive muscle weakness and atrophy usually beginning in adulthood, although rare patients may have earlier onset, even in childhood and that has_material_basis_in heterozygous mutation in the HSPB8 gene on chromosome 12q24.",,MIM:621078
DOID:0051046,,"A spondyloepimetaphyseal dysplasia that is characterized by childhood-onset defective skeletal development, including disproportionate short stature with relatively short lower limbs, limited joint flexion, premature osteoarthritis-like changes in weight-bearing joints, and low bone mass and that has_material_basis_in heterozygous mutation in the CCN2 gene on chromosome 6q23.",,MIM:621099
DOID:0051047,,"A congenital disorder of glycosylation type II that is characterized by global developmental delay, severely impaired intellectual development, microcephaly, epilepsy, facial dysmorphism, and variable neurologic findings and that has_material_basis_in homozygous mutation in the COG3 gene on chromosome 13q14.",,MIM:620546
DOID:0051048,,"A congenital disorder of glycosylation type II that is characterized by infantile onset of liver failure, recurrent infections due to hypogammaglobulinemia, and cutis laxa and that has_material_basis_in hemizygous mutation in the ATP6AP2 gene on chromosome Xp11.",,MIM:301045
DOID:0051049,,"A congenital disorder of glycosylation type II that is characterized by global developmental delay, poor overall growth, severely impaired intellectual development with absent language, and behavioral abnormalities and that has_material_basis_in homozygous mutation in the GALNT2 gene on chromosome 1q41.",,MIM:618885
DOID:0051050,,A congenital disorder of glycosylation type II that is characterized by neurodevelopmental delay and variable facial dysmorphisms and that has_material_basis_in homozygous or compound heterozygous mutation in the EDEM3 gene on chromosome 1q25.,,MIM:619493
DOID:0051051,,"A congenital disorder of glycosylation type II that is characterized by liver dysfunction, coagulation deficiencies, and profound abnormalities in N-glycosylation of serum specific proteins and that has_material_basis_in heterozygous mutation in the G6PT1 gene (SLC37A4), which encodes glucose-6-phosphate translocase, on chromosome 11q23.",,MIM:619525
DOID:0051052,,A congenital disorder of glycosylation type II that is characterized by poor overall growth and global developmental delay with impaired intellectual development and that has_material_basis_in compound heterozygous mutations in the GET4 gene on chromosome 7p22.,,MIM:620200
DOID:0051053,,"A congenital disorder of glycosylation type II that is characterized by poor overall growth, severe global developmental delay, seizures, contractures, hypotonia, spasticity, and brain imaging abnormalities and that has_material_basis_in homozygous mutation in the CAMLG gene on chromosome 5q23.",,MIM:620201
DOID:0051055,,A gonadal dysgenesis that characterized by minifascicular neuropathy and that has_material_basis_in mutation in the desert hedgehog gene (DHH).,,MIM:607080
DOID:0060000,,An endocarditis that is characterized by inflammation of the endocardium caused by infectious agents.,,GARD:6337
DOID:0060001,,"A substance-related disorder that occurs upon the abrupt discontinuation/separation or a decrease in dosage of the intake of medications, recreational drugs, and alcohol.",,
DOID:0060002,,A complement deficiency that is a functional deficiency in the complement component C1 inhibitor leading to hereditary angioedema (HAE) involving swelling due to leakage of fluid from blood vessels into connective tissue.,"{'val': 'Quincke edema', 'pred': 'EXACT', 'xrefs': []}",
DOID:0060004,,An autoimmune hypersensitivity disease located_in the central nervous system.,,
DOID:0060005,,An autoimmune disease that is the abnormal functioning of the immune system resulting in production of antibodies or T cells against cells and/or tissues in the endocrine system.,,
DOID:0060007,,A severe combined immunodeficiency that affects the development and function of T cells.,,
DOID:0060008,,"A severe combined immunodeficiency that is characterized by severe cell-mediated and antibody-mediated immunodeficiency with recurrent bacterial, viral, and fungal infections, develops_from janus kinase-3 deficiency, and has_material_basis_in autosomal recessive inheritance of mutation in the JAK3 gene of chromosome 19p13.11, responsible for normal differentiation and maturation of B and T immune cells.",,MIM:600802
DOID:0060009,,"A severe combined immunodeficiency that is characterized by recurrent bacterial, viral, and fungal infections, especially of the lung, and sterile necrotizing granulomas of the skin, develops_from deficiency or decreased surface expression of MHC Class I, has_material_basis_in autosomal recessive inheritance of mutation affecting MHC Class I production or expression and frequently involves TAP1 and TAP2 subunits, and is typically asymptomatic in infancy.","{'val': 'bare lymphocyte syndrome type I', 'pred': 'EXACT', 'xrefs': []}, {'val': 'BLS, TYPE I', 'pred': 'EXACT', 'xrefs': []}, {'val': 'BLSI', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'HLA CLASS I DEFICIENCY', 'pred': 'EXACT', 'xrefs': []}",MIM:604571
DOID:0060010,,"A severe combined immunodeficiency that has_material_basis_in the RAG1 and RAG2 genes on chromosome 11p and the Artemis gene on chromosome 10p. It is characterized by erythroderma, desquamation, alopecia, chronic diarrhea, failure to thrive, lymphadenopathy, and hepatosplenomegaly.","{'val': 'combined immunodeficiency with hypereosinophilia', 'pred': 'EXACT', 'xrefs': []}","GARD:8198, ICD10CM:D81.8, MIM:603554"
DOID:0060011,,A severe combined immunodeficiency that is the result of a mutation on Chromosome 6 RAG1 gene involving genetic rearrangement of both the T- and B-lymphocyte receptor genes.,,
DOID:0060012,,A severe combined immunodeficiency that is the result of a mutation on Chromosome 6 RAG2 gene involving genetic rearrangement of both the T- and B-lymphocyte receptor genes.,,
DOID:0060013,,"A severe combined immunodeficiency that is a X-linked SCID that has_material_basis_in mutations in genes encoding common gamma chain proteins shared by the interleukin (IL-2,4,7,9,16 and21) receptors resulting in a non-functional gamma chain, defective interleukin signalling, minimal or ascent T- and NK cells and non-functional B-cells.","{'val': 'gamma chain deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'SCID-X1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'thymic epithelial hypoplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'XSCID', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:5618, MESH:D053632, MIM:300400, NCI:C4682, SNOMEDCT_US_2023_03_01:203592006, UMLS_CUI:C1279481"
DOID:0060014,,"A severe combined immunodeficiency that is an autosomal recessive disease with T and B lymphocyte dysfunction, due to a large deletion at one allelle and a point mutation at the other. The point mutation resulted in the alteration of intervening sequence 13 donor splice site. The population of T lymphocytes is diminished and unresponsive to mitogen stimulation. The level of B lymphocyte numbers, serum immunoglobulin decreased with age.",,
DOID:0060016,,A severe combined immunodeficiency that is characterized by the absence of T cells but normal numbers of B cells. CD3D is essential for T cell development.,"{'val': 'CD3D', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",
DOID:0060017,,A severe combined immunodeficiency that has_material_basis_in autosomal recessive mutations in the gene coding for T-cell surface glycoprotein CD3epsilon chain precursors. Patients with CD3epsilon deficiency have a severe defect in the expression of the T-cell receptor CD3-complex.,,
DOID:0060018,,A severe combined immunodeficiency that has_material_basis_in autosomal recessive mutations in the gene coding for T-cell surface glycoprotein CD3gamma chain precursors. Patients with CD3gamma deficiency have a severe defect in the expression of the T-cell receptor CD3-complex. Affected patients have decreased T-cell numbers and function; B cells are variably affected.,,
DOID:0060019,,A severe combined immunodeficiency that is an actin regulator when mutated results in SCID through inhibition of thymic egress of mature thymocytes into peripheral lymphoid organs.,,MIM:615401
DOID:0060020,,"A severe combined immunodeficiency that is the most severe form of SCID and has_material_basis_in mutations in the gene encoding mitochondrial adenylate kinase 2. It is characterized by congenital agranulocytosis, lymphopenia, and lymphoid and thymic hypoplasia with absent cellular and humoral immunity functions.","{'val': 'aleukocytosis', 'pred': 'RELATED', 'xrefs': []}, {'val': 'De Vaal disease', 'pred': 'EXACT', 'xrefs': []}","GARD:8625, MESH:C538361, MIM:267500, NCI:C27070, SNOMEDCT_US_2023_03_01:111584000, UMLS_CUI:C0272167"
